noise_level,model_name,best_epoch,best_val_loss,training_time,val_roc_auc,val_pr_auc,val_recall_at_90p,test_roc_auc,test_pr_auc,test_recall_at_90p,test_threshold_at_90p
0.0,AE (no noise),35,0.4879916757846922,1268.8657367229462,0.9421713023596529,0.037118598607538564,0.0,0.9372430725238925,0.09019377952222286,0.0,722.23987
0.01,DAE (noise=0.01),35,0.48491699053716714,1143.4830281734467,0.9441241142361034,0.040882113585106405,0.0,0.9419712763900364,0.10152044918617598,0.0,142.35855
0.05,DAE (noise=0.05),28,0.49660534658349054,950.8665926456451,0.9425119807814207,0.03252158518663475,0.0,0.9414176642583836,0.08933414999982842,0.0,399.56375
0.1,DAE (noise=0.1),15,0.4939629513473489,683.5683491230011,0.9468390591972691,0.06319377336485006,0.0,0.9424149629968184,0.14687451597185475,0.0,390.1812
0.2,DAE (noise=0.2),23,0.49731278725545414,1063.2921512126923,0.9449435922859306,0.09531922129048338,0.0,0.9466765107435209,0.1992278767175102,0.0,128.44774
